optimal_tour,optimal_tour_length,threshold_accepting_tour,threshold_accepting_tour_length,score,time
"{1, 6, 7, 5, 9, 4, 10, 2, 3, 8, 1}",2.587052,"{1, 8, 3, 2, 10, 4, 9, 5, 7, 6, 1}",2.587052,0.000000,0.032350
"{1, 10, 6, 3, 4, 2, 5, 9, 7, 8, 1}",2.415800,"{1, 8, 7, 9, 5, 2, 4, 3, 6, 10, 1}",2.415801,0.000000,0.032673
"{1, 2, 7, 8, 3, 4, 6, 5, 9, 10, 1}",2.457869,"{1, 10, 9, 5, 6, 4, 3, 8, 7, 2, 1}",2.457869,0.000000,0.032285
"{1, 2, 3, 6, 7, 5, 9, 4, 8, 10, 1}",3.297889,"{1, 2, 3, 6, 7, 5, 9, 4, 8, 10, 1}",3.297889,0.000000,0.032151
"{1, 4, 6, 5, 10, 8, 9, 2, 7, 3, 1}",2.776811,"{1, 3, 7, 2, 9, 8, 10, 5, 6, 4, 1}",2.776811,0.000000,0.032216
"{1, 4, 8, 9, 7, 6, 5, 3, 2, 10, 1}",3.294032,"{1, 10, 2, 3, 5, 6, 7, 9, 8, 4, 1}",3.294032,0.000000,0.031956
"{1, 4, 10, 6, 9, 3, 5, 8, 2, 7, 1}",2.730074,"{1, 10, 6, 9, 3, 5, 8, 2, 7, 4, 1}",2.728107,-0.000720,0.032004
"{1, 2, 7, 8, 10, 9, 3, 5, 6, 4, 1}",2.277106,"{1, 2, 7, 8, 10, 9, 3, 5, 6, 4, 1}",2.277106,0.000000,0.031922
"{1, 3, 5, 7, 2, 4, 8, 10, 9, 6, 1}",2.986677,"{1, 3, 5, 7, 2, 4, 8, 10, 9, 6, 1}",2.986677,0.000000,0.032101
"{1, 9, 2, 6, 3, 8, 10, 4, 7, 5, 1}",2.900562,"{1, 5, 7, 4, 10, 8, 3, 6, 2, 9, 1}",2.900561,0.000000,0.032099
"{1, 7, 2, 8, 9, 10, 5, 6, 3, 4, 1}",3.583947,"{1, 4, 3, 6, 5, 10, 9, 8, 2, 7, 1}",3.583947,0.000000,0.032002
"{1, 4, 7, 8, 2, 9, 10, 6, 5, 3, 1}",2.784783,"{1, 4, 7, 8, 2, 9, 10, 6, 5, 3, 1}",2.784783,0.000000,0.032128
"{1, 10, 6, 7, 5, 3, 2, 4, 8, 9, 1}",2.713215,"{1, 9, 8, 4, 2, 3, 5, 7, 6, 10, 1}",2.713215,0.000000,0.032113
"{1, 10, 2, 7, 6, 5, 8, 4, 9, 3, 1}",3.370445,"{1, 3, 9, 4, 8, 5, 6, 7, 2, 10, 1}",3.370445,0.000000,0.032187
"{1, 2, 6, 7, 3, 9, 10, 5, 8, 4, 1}",2.817820,"{1, 2, 6, 7, 3, 9, 10, 5, 8, 4, 1}",2.817820,0.000000,0.032272
"{1, 3, 4, 5, 7, 2, 8, 10, 9, 6, 1}",3.259001,"{1, 3, 4, 5, 7, 2, 8, 10, 9, 6, 1}",3.259001,0.000000,0.032030
"{1, 3, 8, 7, 4, 9, 10, 5, 2, 6, 1}",3.112538,"{1, 2, 6, 5, 10, 9, 4, 7, 8, 3, 1}",3.108162,-0.001406,0.032175
"{1, 10, 8, 4, 2, 9, 7, 3, 6, 5, 1}",2.797111,"{1, 10, 8, 4, 2, 9, 7, 3, 6, 5, 1}",2.797111,0.000000,0.032254
"{1, 4, 6, 9, 3, 5, 7, 10, 2, 8, 1}",3.304511,"{1, 2, 8, 7, 10, 5, 3, 9, 6, 4, 1}",3.319457,0.004523,0.031950
"{1, 9, 7, 4, 8, 2, 6, 3, 5, 10, 1}",2.313380,"{1, 10, 5, 3, 6, 2, 8, 4, 7, 9, 1}",2.313380,0.000000,0.032665
"{1, 2, 8, 7, 3, 10, 9, 6, 4, 5, 1}",2.876439,"{1, 2, 8, 7, 3, 10, 9, 6, 4, 5, 1}",2.876439,0.000000,0.032258
"{1, 7, 2, 9, 3, 6, 8, 4, 5, 10, 1}",3.028188,"{1, 10, 5, 4, 8, 6, 3, 9, 2, 7, 1}",3.028187,0.000000,0.032046
"{1, 8, 9, 7, 2, 4, 5, 3, 6, 10, 1}",2.285862,"{1, 10, 6, 3, 5, 4, 2, 7, 9, 8, 1}",2.285862,0.000000,0.031827
"{1, 9, 5, 2, 7, 4, 10, 8, 3, 6, 1}",2.928236,"{1, 6, 3, 8, 10, 4, 7, 2, 5, 9, 1}",2.928236,0.000000,0.031945
"{1, 8, 4, 10, 6, 5, 3, 9, 2, 7, 1}",2.501781,"{1, 7, 2, 9, 3, 5, 6, 10, 4, 8, 1}",2.501781,0.000000,0.031922
"{1, 2, 9, 10, 6, 3, 7, 4, 5, 8, 1}",2.884763,"{1, 8, 5, 4, 7, 3, 6, 10, 9, 2, 1}",2.884763,0.000000,0.031954
"{1, 3, 6, 2, 9, 4, 5, 8, 10, 7, 1}",2.685885,"{1, 7, 10, 8, 5, 4, 9, 2, 6, 3, 1}",2.685885,0.000000,0.031948
"{1, 2, 10, 4, 9, 3, 7, 5, 6, 8, 1}",2.668634,"{1, 8, 6, 5, 7, 3, 9, 4, 10, 2, 1}",2.668634,0.000000,0.032269
"{1, 9, 7, 2, 5, 6, 3, 8, 10, 4, 1}",2.972501,"{1, 4, 10, 8, 3, 6, 5, 2, 7, 9, 1}",2.972501,0.000000,0.032126
"{1, 5, 7, 4, 3, 8, 2, 6, 9, 10, 1}",2.949443,"{1, 10, 9, 6, 2, 8, 3, 4, 7, 5, 1}",2.949443,0.000000,0.032110
"{1, 2, 5, 9, 4, 10, 7, 6, 8, 3, 1}",2.796855,"{1, 3, 8, 6, 7, 10, 4, 9, 5, 2, 1}",2.796855,0.000000,0.031917
"{1, 8, 6, 3, 5, 2, 9, 4, 10, 7, 1}",2.704596,"{1, 7, 10, 4, 9, 2, 5, 3, 6, 8, 1}",2.704595,0.000000,0.032316
"{1, 9, 10, 5, 6, 8, 3, 2, 7, 4, 1}",2.784773,"{1, 4, 7, 2, 3, 8, 6, 5, 10, 9, 1}",2.784773,0.000000,0.032234
"{1, 8, 4, 10, 6, 3, 9, 7, 2, 5, 1}",2.400823,"{1, 5, 2, 7, 9, 3, 6, 10, 4, 8, 1}",2.400823,0.000000,0.032061
"{1, 3, 10, 4, 9, 6, 5, 2, 7, 8, 1}",2.773441,"{1, 3, 10, 4, 9, 6, 5, 2, 7, 8, 1}",2.773441,0.000000,0.032008
"{1, 9, 2, 6, 3, 5, 8, 7, 10, 4, 1}",2.813890,"{1, 4, 10, 7, 8, 5, 3, 6, 2, 9, 1}",2.813890,0.000000,0.032002
"{1, 2, 5, 6, 8, 9, 10, 4, 7, 3, 1}",3.246079,"{1, 3, 7, 4, 10, 9, 8, 6, 5, 2, 1}",3.246079,0.000000,0.031960
"{1, 5, 8, 4, 7, 9, 3, 6, 2, 10, 1}",2.694249,"{1, 5, 8, 4, 7, 9, 3, 6, 2, 10, 1}",2.694249,0.000000,0.031894
"{1, 2, 5, 8, 9, 4, 3, 6, 10, 7, 1}",2.888671,"{1, 7, 10, 6, 3, 4, 9, 8, 5, 2, 1}",2.888671,0.000000,0.032799
"{1, 4, 6, 8, 10, 9, 2, 7, 3, 5, 1}",3.013856,"{1, 4, 6, 8, 10, 9, 2, 7, 3, 5, 1}",3.013856,0.000000,0.032260
"{1, 2, 4, 8, 6, 7, 9, 5, 10, 3, 1}",3.044627,"{1, 2, 4, 8, 6, 7, 9, 5, 10, 3, 1}",3.044627,0.000000,0.031996
"{1, 10, 7, 5, 2, 9, 6, 4, 3, 8, 1}",2.491815,"{1, 10, 7, 5, 2, 9, 6, 4, 3, 8, 1}",2.491815,0.000000,0.032123
"{1, 10, 3, 9, 2, 4, 8, 6, 7, 5, 1}",2.605927,"{1, 5, 7, 6, 8, 4, 2, 9, 3, 10, 1}",2.605927,0.000000,0.031979
"{1, 9, 7, 5, 10, 8, 6, 3, 4, 2, 1}",2.914909,"{1, 2, 4, 3, 6, 8, 10, 5, 7, 9, 1}",2.914909,0.000000,0.031890
"{1, 2, 4, 5, 3, 10, 8, 9, 6, 7, 1}",2.401211,"{1, 7, 6, 9, 8, 10, 3, 5, 4, 2, 1}",2.401211,0.000000,0.032027
"{1, 9, 10, 6, 8, 2, 3, 7, 4, 5, 1}",2.630375,"{1, 9, 10, 6, 8, 2, 3, 7, 4, 5, 1}",2.630375,0.000000,0.032154
"{1, 10, 5, 3, 8, 6, 9, 7, 4, 2, 1}",2.625012,"{1, 2, 4, 7, 9, 6, 8, 3, 5, 10, 1}",2.625012,0.000000,0.031939
"{1, 7, 8, 5, 3, 9, 10, 6, 2, 4, 1}",2.864200,"{1, 7, 8, 5, 3, 9, 10, 6, 2, 4, 1}",2.864200,0.000000,0.032192
"{1, 10, 6, 5, 7, 3, 2, 4, 8, 9, 1}",2.889008,"{1, 10, 6, 5, 7, 3, 2, 4, 8, 9, 1}",2.889008,0.000000,0.031997
"{1, 7, 6, 3, 5, 9, 4, 2, 10, 8, 1}",3.173745,"{1, 8, 10, 2, 4, 9, 5, 3, 6, 7, 1}",3.173745,0.000000,0.032092
"{1, 6, 5, 2, 7, 8, 4, 10, 9, 3, 1}",2.995192,"{1, 6, 5, 2, 7, 8, 4, 10, 9, 3, 1}",2.995192,0.000000,0.032114
"{1, 7, 5, 6, 10, 8, 9, 4, 2, 3, 1}",2.727852,"{1, 7, 5, 6, 10, 8, 9, 4, 2, 3, 1}",2.727852,0.000000,0.031982
"{1, 5, 6, 4, 3, 10, 2, 8, 7, 9, 1}",3.094591,"{1, 5, 6, 4, 3, 10, 2, 8, 7, 9, 1}",3.094591,0.000000,0.031988
"{1, 8, 7, 3, 4, 9, 5, 10, 6, 2, 1}",2.782305,"{1, 2, 6, 10, 5, 9, 4, 3, 7, 8, 1}",2.782305,0.000000,0.032122
"{1, 2, 9, 6, 5, 7, 8, 3, 10, 4, 1}",3.129333,"{1, 2, 9, 6, 5, 7, 8, 3, 10, 4, 1}",3.129333,0.000000,0.032205
"{1, 5, 4, 2, 7, 9, 3, 8, 6, 10, 1}",3.093268,"{1, 5, 4, 2, 7, 9, 3, 8, 6, 10, 1}",3.093268,0.000000,0.031998
"{1, 8, 6, 4, 3, 7, 5, 9, 10, 2, 1}",2.609757,"{1, 8, 6, 4, 3, 7, 5, 9, 10, 2, 1}",2.609757,0.000000,0.032426
"{1, 10, 7, 6, 3, 4, 8, 5, 9, 2, 1}",2.715680,"{1, 10, 7, 6, 3, 4, 8, 5, 9, 2, 1}",2.715680,0.000000,0.032514
"{1, 7, 2, 6, 5, 8, 3, 10, 9, 4, 1}",3.639933,"{1, 4, 9, 10, 3, 8, 5, 6, 2, 7, 1}",3.639933,0.000000,0.032385
"{1, 9, 3, 6, 5, 10, 2, 4, 7, 8, 1}",2.978771,"{1, 9, 3, 6, 5, 10, 2, 4, 7, 8, 1}",2.978771,0.000000,0.032211
"{1, 5, 3, 8, 6, 9, 2, 7, 4, 10, 1}",2.762129,"{1, 5, 3, 8, 6, 9, 2, 7, 4, 10, 1}",2.762129,0.000000,0.032154
"{1, 3, 8, 6, 7, 9, 2, 5, 10, 4, 1}",2.733102,"{1, 4, 10, 9, 7, 6, 8, 3, 2, 5, 1}",2.725250,-0.002873,0.032090
"{1, 5, 8, 10, 6, 9, 3, 7, 2, 4, 1}",2.810440,"{1, 5, 8, 10, 6, 9, 3, 7, 2, 4, 1}",2.810440,0.000000,0.032172
"{1, 7, 9, 8, 10, 6, 4, 2, 5, 3, 1}",3.168160,"{1, 3, 5, 2, 4, 6, 10, 8, 9, 7, 1}",3.168160,0.000000,0.032142
"{1, 2, 10, 7, 5, 6, 9, 8, 4, 3, 1}",2.809519,"{1, 2, 10, 7, 5, 6, 9, 8, 4, 3, 1}",2.809519,0.000000,0.031983
"{1, 8, 10, 7, 9, 5, 2, 6, 4, 3, 1}",2.997250,"{1, 3, 4, 6, 2, 5, 7, 9, 10, 8, 1}",2.990391,-0.002288,0.031874
"{1, 6, 4, 7, 9, 10, 8, 3, 2, 5, 1}",2.725093,"{1, 6, 4, 7, 9, 10, 8, 3, 2, 5, 1}",2.725093,0.000000,0.032280
"{1, 9, 4, 5, 3, 2, 10, 7, 6, 8, 1}",2.717105,"{1, 6, 7, 10, 2, 3, 5, 4, 9, 8, 1}",2.712939,-0.001533,0.032034
"{1, 8, 5, 9, 10, 6, 2, 3, 7, 4, 1}",2.762822,"{1, 4, 7, 3, 2, 6, 10, 9, 5, 8, 1}",2.762822,0.000000,0.031967
"{1, 8, 5, 2, 9, 4, 7, 6, 3, 10, 1}",2.897088,"{1, 10, 3, 6, 7, 4, 9, 2, 5, 8, 1}",2.897088,0.000000,0.032101
"{1, 5, 8, 4, 3, 6, 7, 10, 2, 9, 1}",2.994846,"{1, 9, 2, 10, 7, 6, 3, 4, 8, 5, 1}",2.994846,0.000000,0.032261
"{1, 8, 7, 9, 10, 3, 6, 2, 4, 5, 1}",2.758120,"{1, 8, 7, 9, 10, 3, 6, 2, 4, 5, 1}",2.758120,0.000000,0.032178
"{1, 7, 6, 9, 4, 5, 3, 8, 10, 2, 1}",2.741601,"{1, 2, 10, 8, 3, 5, 4, 9, 6, 7, 1}",2.741601,0.000000,0.032207
"{1, 10, 8, 2, 9, 4, 6, 3, 5, 7, 1}",2.415049,"{1, 10, 8, 2, 9, 4, 6, 3, 5, 7, 1}",2.415049,0.000000,0.032247
"{1, 10, 7, 2, 8, 3, 4, 6, 9, 5, 1}",3.055555,"{1, 5, 9, 6, 4, 3, 8, 2, 7, 10, 1}",3.055555,0.000000,0.032094
"{1, 4, 6, 5, 9, 3, 8, 2, 7, 10, 1}",2.871189,"{1, 4, 6, 5, 9, 3, 8, 2, 7, 10, 1}",2.871189,0.000000,0.032723
"{1, 8, 7, 2, 4, 9, 6, 5, 10, 3, 1}",2.953098,"{1, 8, 7, 2, 4, 9, 6, 5, 10, 3, 1}",2.953098,0.000000,0.032062
"{1, 10, 5, 8, 2, 7, 4, 9, 6, 3, 1}",2.445699,"{1, 3, 6, 9, 4, 7, 2, 8, 5, 10, 1}",2.445699,0.000000,0.031886
"{1, 2, 9, 3, 8, 4, 7, 10, 5, 6, 1}",3.279723,"{1, 6, 5, 10, 7, 4, 8, 3, 9, 2, 1}",3.279723,0.000000,0.032179
"{1, 7, 9, 6, 3, 5, 8, 10, 2, 4, 1}",2.771396,"{1, 4, 2, 10, 8, 5, 3, 6, 9, 7, 1}",2.771396,0.000000,0.032214
"{1, 10, 3, 8, 2, 6, 4, 9, 5, 7, 1}",2.869344,"{1, 7, 5, 9, 4, 6, 2, 8, 3, 10, 1}",2.869344,0.000000,0.032072
"{1, 9, 6, 2, 10, 4, 5, 8, 7, 3, 1}",2.865318,"{1, 3, 7, 8, 5, 4, 10, 2, 6, 9, 1}",2.865318,0.000000,0.032028
"{1, 2, 7, 4, 6, 5, 10, 9, 8, 3, 1}",2.723773,"{1, 3, 8, 9, 10, 5, 6, 4, 7, 2, 1}",2.723773,0.000000,0.031994
"{1, 7, 5, 9, 3, 6, 2, 10, 4, 8, 1}",2.756337,"{1, 7, 5, 9, 3, 6, 2, 10, 4, 8, 1}",2.756337,0.000000,0.032118
"{1, 2, 3, 10, 8, 7, 9, 5, 4, 6, 1}",2.932580,"{1, 2, 3, 10, 8, 7, 9, 5, 4, 6, 1}",2.932580,0.000000,0.031988
"{1, 7, 3, 2, 8, 5, 6, 10, 9, 4, 1}",3.255379,"{1, 4, 9, 10, 6, 5, 8, 2, 3, 7, 1}",3.255379,0.000000,0.032080
"{1, 3, 5, 2, 7, 6, 9, 10, 8, 4, 1}",2.439193,"{1, 4, 8, 10, 9, 6, 7, 2, 5, 3, 1}",2.439193,0.000000,0.032070
"{1, 4, 2, 8, 3, 9, 6, 7, 10, 5, 1}",2.773294,"{1, 4, 2, 8, 3, 9, 6, 7, 10, 5, 1}",2.773294,0.000000,0.032280
"{1, 5, 3, 10, 7, 6, 2, 8, 9, 4, 1}",3.375610,"{1, 5, 3, 10, 7, 6, 2, 8, 9, 4, 1}",3.375610,0.000000,0.032179
"{1, 9, 2, 5, 10, 3, 4, 7, 8, 6, 1}",3.537344,"{1, 9, 2, 5, 10, 3, 4, 7, 8, 6, 1}",3.537344,0.000000,0.032174
"{1, 7, 8, 3, 2, 4, 9, 5, 10, 6, 1}",3.001072,"{1, 6, 10, 5, 9, 4, 2, 3, 8, 7, 1}",3.001072,0.000000,0.032257
"{1, 9, 6, 7, 2, 4, 3, 10, 5, 8, 1}",3.536879,"{1, 9, 6, 7, 2, 4, 3, 10, 5, 8, 1}",3.536879,0.000000,0.032192
"{1, 8, 6, 2, 9, 5, 4, 3, 10, 7, 1}",2.837117,"{1, 7, 10, 3, 4, 5, 9, 2, 6, 8, 1}",2.837117,0.000000,0.032125
"{1, 7, 2, 6, 8, 9, 5, 10, 3, 4, 1}",3.110320,"{1, 7, 2, 6, 8, 9, 5, 10, 3, 4, 1}",3.110320,0.000000,0.032196
"{1, 4, 8, 2, 6, 10, 5, 3, 7, 9, 1}",2.255713,"{1, 10, 9, 7, 3, 5, 6, 2, 8, 4, 1}",2.286344,0.013579,0.032425
"{1, 3, 7, 10, 4, 2, 5, 6, 8, 9, 1}",2.384355,"{1, 3, 7, 10, 4, 2, 5, 6, 8, 9, 1}",2.384355,0.000000,0.032239
"{1, 6, 3, 2, 4, 5, 8, 7, 9, 10, 1}",2.915596,"{1, 10, 9, 7, 8, 5, 4, 2, 3, 6, 1}",2.915596,0.000000,0.032222
"{1, 6, 2, 5, 10, 4, 8, 9, 3, 7, 1}",3.244819,"{1, 7, 3, 9, 8, 4, 10, 5, 2, 6, 1}",3.244819,0.000000,0.032243
"{1, 2, 3, 7, 10, 9, 6, 4, 5, 8, 1}",2.819731,"{1, 8, 5, 4, 6, 9, 10, 7, 3, 2, 1}",2.819731,0.000000,0.032030
"{1, 7, 4, 10, 5, 9, 3, 6, 2, 8, 1}",2.130788,"{1, 7, 4, 10, 5, 9, 3, 6, 2, 8, 1}",2.130788,0.000000,0.032236
"{1, 10, 5, 4, 3, 2, 7, 9, 6, 8, 1}",2.250127,"{1, 10, 5, 4, 3, 2, 7, 9, 6, 8, 1}",2.250127,0.000000,0.032213
"{1, 7, 4, 10, 3, 9, 2, 8, 6, 5, 1}",3.182467,"{1, 7, 4, 10, 3, 9, 2, 8, 6, 5, 1}",3.182467,0.000000,0.032311
"{1, 9, 7, 3, 4, 5, 10, 8, 2, 6, 1}",3.135396,"{1, 6, 2, 8, 10, 5, 4, 3, 7, 9, 1}",3.135396,0.000000,0.032181
"{1, 9, 5, 8, 2, 10, 6, 4, 3, 7, 1}",3.371816,"{1, 9, 5, 8, 2, 10, 6, 4, 3, 7, 1}",3.371816,0.000000,0.031918
"{1, 4, 7, 3, 10, 2, 6, 5, 8, 9, 1}",2.564283,"{1, 4, 7, 3, 10, 2, 6, 5, 8, 9, 1}",2.564283,0.000000,0.031939
"{1, 2, 10, 6, 7, 9, 8, 4, 3, 5, 1}",2.615466,"{1, 5, 3, 4, 8, 9, 7, 6, 10, 2, 1}",2.615466,0.000000,0.032107
"{1, 10, 7, 5, 9, 8, 6, 2, 3, 4, 1}",2.556450,"{1, 10, 5, 9, 8, 6, 2, 7, 3, 4, 1}",2.554217,-0.000873,0.032026
"{1, 3, 9, 5, 6, 2, 4, 7, 8, 10, 1}",2.933461,"{1, 10, 8, 7, 4, 2, 6, 5, 9, 3, 1}",2.933461,0.000000,0.032101
"{1, 5, 8, 10, 4, 9, 6, 7, 2, 3, 1}",2.841484,"{1, 3, 2, 7, 6, 9, 4, 10, 8, 5, 1}",2.841484,0.000000,0.031885
"{1, 2, 7, 5, 4, 10, 6, 9, 3, 8, 1}",2.637232,"{1, 2, 7, 5, 4, 10, 6, 9, 3, 8, 1}",2.637232,0.000000,0.032312
"{1, 9, 7, 5, 4, 10, 2, 8, 6, 3, 1}",2.888317,"{1, 3, 6, 8, 2, 10, 4, 5, 7, 9, 1}",2.888316,0.000000,0.032034
"{1, 3, 10, 9, 7, 8, 4, 2, 5, 6, 1}",2.697815,"{1, 3, 10, 9, 7, 8, 4, 2, 5, 6, 1}",2.697815,0.000000,0.032158
"{1, 3, 8, 2, 5, 7, 6, 10, 9, 4, 1}",2.550420,"{1, 4, 9, 10, 6, 7, 5, 2, 8, 3, 1}",2.550420,0.000000,0.032647
"{1, 6, 10, 3, 7, 5, 4, 8, 2, 9, 1}",2.171222,"{1, 6, 10, 3, 7, 5, 4, 8, 2, 9, 1}",2.171222,0.000000,0.032422
"{1, 7, 5, 9, 2, 8, 10, 3, 6, 4, 1}",3.201778,"{1, 7, 5, 9, 2, 8, 10, 3, 6, 4, 1}",3.201778,0.000000,0.032379
"{1, 6, 7, 2, 4, 5, 8, 9, 10, 3, 1}",3.041940,"{1, 6, 7, 2, 4, 5, 8, 9, 10, 3, 1}",3.041940,0.000000,0.032160
"{1, 2, 4, 10, 5, 9, 8, 6, 3, 7, 1}",3.077949,"{1, 7, 3, 6, 8, 9, 5, 10, 4, 2, 1}",3.077949,0.000000,0.032092
"{1, 10, 5, 3, 2, 8, 6, 4, 9, 7, 1}",2.923450,"{1, 10, 5, 3, 2, 8, 6, 4, 9, 7, 1}",2.923450,0.000000,0.032042
"{1, 5, 10, 6, 4, 8, 3, 9, 2, 7, 1}",2.693029,"{1, 7, 2, 9, 3, 8, 4, 6, 10, 5, 1}",2.693029,0.000000,0.032190
"{1, 10, 2, 5, 3, 6, 7, 8, 9, 4, 1}",3.104617,"{1, 10, 2, 5, 3, 6, 7, 8, 9, 4, 1}",3.104617,0.000000,0.032163
"{1, 7, 9, 2, 5, 6, 10, 8, 3, 4, 1}",2.687444,"{1, 7, 9, 2, 5, 6, 10, 8, 3, 4, 1}",2.687444,0.000000,0.032154
"{1, 4, 10, 7, 3, 2, 6, 9, 8, 5, 1}",2.553159,"{1, 4, 10, 7, 3, 2, 6, 9, 8, 5, 1}",2.553159,0.000000,0.032249
"{1, 2, 4, 8, 9, 3, 5, 6, 7, 10, 1}",2.747988,"{1, 2, 4, 8, 9, 3, 5, 6, 7, 10, 1}",2.747988,0.000000,0.032377
"{1, 9, 10, 6, 5, 4, 2, 7, 8, 3, 1}",2.588401,"{1, 9, 10, 6, 5, 4, 2, 7, 8, 3, 1}",2.588401,0.000000,0.032842
"{1, 4, 10, 9, 2, 8, 7, 5, 3, 6, 1}",2.451646,"{1, 4, 10, 9, 2, 8, 7, 5, 3, 6, 1}",2.451646,0.000000,0.032265
"{1, 6, 2, 9, 8, 5, 10, 4, 7, 3, 1}",2.824633,"{1, 3, 7, 4, 10, 5, 8, 9, 2, 6, 1}",2.824633,0.000000,0.032244
"{1, 10, 8, 7, 5, 2, 6, 9, 4, 3, 1}",2.729088,"{1, 3, 4, 9, 6, 2, 5, 7, 8, 10, 1}",2.729088,0.000000,0.032133
"{1, 4, 5, 9, 7, 8, 10, 2, 6, 3, 1}",3.197702,"{1, 4, 5, 9, 7, 8, 10, 2, 6, 3, 1}",3.197702,0.000000,0.032053
"{1, 6, 7, 4, 3, 10, 8, 2, 5, 9, 1}",2.728079,"{1, 9, 5, 2, 8, 10, 3, 4, 7, 6, 1}",2.728079,0.000000,0.032216
"{1, 5, 7, 6, 10, 2, 4, 3, 8, 9, 1}",2.821750,"{1, 9, 8, 3, 4, 2, 10, 6, 7, 5, 1}",2.821750,0.000000,0.032089
"{1, 6, 2, 7, 9, 3, 8, 4, 5, 10, 1}",2.716445,"{1, 10, 5, 4, 8, 3, 9, 7, 2, 6, 1}",2.716445,0.000000,0.032170
"{1, 7, 10, 5, 2, 8, 4, 6, 9, 3, 1}",2.706270,"{1, 7, 10, 5, 2, 8, 4, 6, 9, 3, 1}",2.706270,0.000000,0.032916
"{1, 3, 5, 9, 8, 6, 10, 2, 7, 4, 1}",3.129660,"{1, 3, 5, 9, 8, 6, 10, 2, 7, 4, 1}",3.129660,0.000000,0.032040
"{1, 10, 2, 5, 3, 8, 9, 6, 7, 4, 1}",3.183390,"{1, 10, 2, 5, 3, 8, 9, 6, 7, 4, 1}",3.183390,0.000000,0.032180
"{1, 9, 7, 2, 3, 6, 10, 8, 4, 5, 1}",2.819271,"{1, 9, 7, 2, 3, 6, 10, 8, 4, 5, 1}",2.819271,0.000000,0.032018
"{1, 6, 9, 2, 7, 8, 10, 4, 3, 5, 1}",2.763035,"{1, 6, 9, 2, 7, 8, 10, 4, 3, 5, 1}",2.763035,0.000000,0.032356
"{1, 2, 8, 3, 10, 6, 5, 7, 4, 9, 1}",3.455150,"{1, 9, 4, 7, 5, 6, 10, 3, 8, 2, 1}",3.455150,0.000000,0.032178
"{1, 5, 3, 6, 2, 7, 8, 9, 4, 10, 1}",2.674643,"{1, 10, 4, 8, 9, 7, 2, 6, 3, 5, 1}",2.672237,-0.000900,0.032330
"{1, 4, 5, 7, 9, 10, 2, 8, 3, 6, 1}",3.602626,"{1, 4, 5, 7, 9, 10, 2, 8, 3, 6, 1}",3.602626,0.000000,0.032078
"{1, 7, 3, 4, 8, 9, 2, 10, 5, 6, 1}",3.289680,"{1, 7, 3, 4, 8, 9, 2, 10, 5, 6, 1}",3.289680,0.000000,0.032064
"{1, 2, 3, 9, 10, 5, 8, 4, 7, 6, 1}",2.520793,"{1, 6, 7, 4, 8, 5, 10, 9, 3, 2, 1}",2.520793,0.000000,0.032141
"{1, 6, 5, 7, 2, 9, 3, 4, 10, 8, 1}",2.322592,"{1, 8, 10, 4, 3, 9, 2, 7, 5, 6, 1}",2.322592,0.000000,0.032672
"{1, 7, 4, 10, 6, 3, 8, 5, 9, 2, 1}",3.305167,"{1, 7, 4, 10, 6, 3, 8, 5, 9, 2, 1}",3.305167,0.000000,0.032112
"{1, 5, 10, 3, 7, 2, 8, 6, 9, 4, 1}",2.327342,"{1, 4, 9, 6, 8, 2, 7, 3, 10, 5, 1}",2.327342,0.000000,0.032025
"{1, 3, 2, 4, 9, 8, 6, 10, 7, 5, 1}",2.574367,"{1, 5, 7, 10, 6, 8, 9, 4, 3, 2, 1}",2.572718,-0.000640,0.031887
"{1, 4, 8, 2, 9, 5, 3, 10, 6, 7, 1}",2.402764,"{1, 7, 6, 10, 3, 5, 9, 2, 8, 4, 1}",2.402764,0.000000,0.032206
"{1, 8, 6, 2, 10, 5, 3, 9, 7, 4, 1}",2.331050,"{1, 4, 7, 9, 3, 5, 10, 2, 6, 8, 1}",2.331050,0.000000,0.031958
"{1, 2, 5, 7, 10, 9, 3, 4, 8, 6, 1}",2.764483,"{1, 6, 8, 4, 3, 9, 10, 7, 5, 2, 1}",2.764483,0.000000,0.032008
"{1, 10, 3, 5, 2, 4, 9, 8, 7, 6, 1}",2.939765,"{1, 6, 7, 8, 9, 4, 2, 5, 3, 10, 1}",2.939765,0.000000,0.031984
"{1, 8, 10, 4, 2, 5, 3, 6, 9, 7, 1}",2.653741,"{1, 8, 10, 4, 2, 5, 3, 6, 9, 7, 1}",2.653741,0.000000,0.032493
"{1, 5, 3, 2, 8, 4, 6, 9, 10, 7, 1}",3.041848,"{1, 5, 3, 2, 8, 4, 6, 9, 10, 7, 1}",3.041848,0.000000,0.032385
"{1, 3, 8, 7, 6, 9, 2, 4, 5, 10, 1}",2.832474,"{1, 3, 8, 7, 6, 9, 2, 4, 5, 10, 1}",2.832474,0.000000,0.032230
"{1, 9, 8, 5, 4, 10, 6, 7, 3, 2, 1}",3.612636,"{1, 9, 8, 5, 4, 10, 6, 7, 3, 2, 1}",3.612636,0.000000,0.032098
"{1, 7, 6, 8, 5, 9, 3, 10, 2, 4, 1}",3.265527,"{1, 4, 2, 10, 3, 9, 5, 8, 6, 7, 1}",3.265527,0.000000,0.032184
