optimal_tour,optimal_tour_length,christofides_tour,christofides_tour_length,score,time
"{1, 7, 5, 9, 2, 8, 10, 3, 6, 4, 1}",3.201778,"{1, 4, 10, 8, 9, 2, 5, 3, 6, 7, 1}",4.001142,0.249662,0.000068
"{1, 6, 7, 2, 4, 5, 8, 9, 10, 3, 1}",3.041940,"{1, 10, 3, 9, 5, 8, 4, 2, 7, 6, 1}",3.416435,0.123111,0.000063
"{1, 2, 4, 10, 5, 9, 8, 6, 3, 7, 1}",3.077949,"{1, 7, 3, 8, 6, 9, 5, 4, 10, 2, 1}",3.285808,0.067532,0.000091
"{1, 10, 5, 3, 2, 8, 6, 4, 9, 7, 1}",2.923450,"{1, 3, 8, 6, 9, 7, 4, 2, 5, 10, 1}",3.344419,0.143997,0.000076
"{1, 5, 10, 6, 4, 8, 3, 9, 2, 7, 1}",2.693029,"{1, 2, 9, 8, 3, 4, 5, 10, 6, 7, 1}",3.037181,0.127793,0.000073
"{1, 10, 2, 5, 3, 6, 7, 8, 9, 4, 1}",3.104617,"{1, 10, 4, 8, 9, 7, 6, 3, 5, 2, 1}",3.369665,0.085372,0.000064
"{1, 7, 9, 2, 5, 6, 10, 8, 3, 4, 1}",2.687444,"{1, 2, 5, 6, 8, 3, 10, 4, 9, 7, 1}",3.123072,0.162097,0.000071
"{1, 4, 10, 7, 3, 2, 6, 9, 8, 5, 1}",2.553159,"{1, 5, 7, 8, 6, 9, 2, 3, 10, 4, 1}",3.050766,0.194899,0.000069
"{1, 2, 4, 8, 9, 3, 5, 6, 7, 10, 1}",2.747988,"{1, 10, 7, 2, 9, 6, 5, 3, 8, 4, 1}",2.975223,0.082692,0.000064
"{1, 9, 10, 6, 5, 4, 2, 7, 8, 3, 1}",2.588401,"{1, 10, 6, 5, 4, 8, 2, 7, 3, 9, 1}",2.924518,0.129855,0.000066
"{1, 4, 10, 9, 2, 8, 7, 5, 3, 6, 1}",2.451646,"{1, 6, 9, 10, 2, 8, 7, 5, 3, 4, 1}",2.571476,0.048878,0.000067
"{1, 6, 2, 9, 8, 5, 10, 4, 7, 3, 1}",2.824633,"{1, 6, 9, 5, 10, 4, 7, 8, 2, 3, 1}",3.254896,0.152325,0.000070
"{1, 10, 8, 7, 5, 2, 6, 9, 4, 3, 1}",2.729088,"{1, 3, 10, 8, 7, 5, 2, 6, 9, 4, 1}",2.764647,0.013030,0.000065
"{1, 4, 5, 9, 7, 8, 10, 2, 6, 3, 1}",3.197702,"{1, 4, 5, 9, 7, 8, 3, 2, 6, 10, 1}",3.659121,0.144297,0.000066
"{1, 6, 7, 4, 3, 10, 8, 2, 5, 9, 1}",2.728079,"{1, 9, 6, 7, 4, 3, 10, 8, 2, 5, 1}",2.752065,0.008792,0.000064
"{1, 5, 7, 6, 10, 2, 4, 3, 8, 9, 1}",2.821750,"{1, 6, 10, 2, 4, 8, 3, 9, 7, 5, 1}",3.027351,0.072863,0.000067
"{1, 6, 2, 7, 9, 3, 8, 4, 5, 10, 1}",2.716445,"{1, 9, 7, 2, 6, 3, 8, 4, 5, 10, 1}",2.875113,0.058410,0.000065
"{1, 7, 10, 5, 2, 8, 4, 6, 9, 3, 1}",2.706270,"{1, 7, 6, 4, 8, 2, 5, 10, 3, 9, 1}",2.893220,0.069080,0.000064
"{1, 3, 5, 9, 8, 6, 10, 2, 7, 4, 1}",3.129660,"{1, 6, 10, 2, 3, 5, 9, 8, 7, 4, 1}",3.902255,0.246862,0.000064
"{1, 10, 2, 5, 3, 8, 9, 6, 7, 4, 1}",3.183390,"{1, 10, 7, 9, 6, 8, 3, 5, 2, 4, 1}",3.251170,0.021292,0.000067
"{1, 9, 7, 2, 3, 6, 10, 8, 4, 5, 1}",2.819271,"{1, 9, 8, 10, 6, 3, 2, 7, 4, 5, 1}",2.988710,0.060100,0.000068
"{1, 6, 9, 2, 7, 8, 10, 4, 3, 5, 1}",2.763035,"{1, 6, 9, 2, 7, 8, 10, 3, 4, 5, 1}",2.802362,0.014234,0.000062
"{1, 2, 8, 3, 10, 6, 5, 7, 4, 9, 1}",3.455150,"{1, 2, 8, 3, 5, 10, 6, 7, 4, 9, 1}",3.736667,0.081478,0.000067
"{1, 5, 3, 6, 2, 7, 8, 9, 4, 10, 1}",2.674643,"{1, 10, 5, 3, 2, 6, 9, 8, 7, 4, 1}",3.307693,0.236686,0.000067
"{1, 4, 5, 7, 9, 10, 2, 8, 3, 6, 1}",3.602626,"{1, 5, 2, 8, 6, 3, 7, 9, 10, 4, 1}",3.980666,0.104935,0.000067
"{1, 7, 3, 4, 8, 9, 2, 10, 5, 6, 1}",3.289680,"{1, 6, 10, 5, 4, 3, 7, 9, 8, 2, 1}",3.670173,0.115663,0.000066
"{1, 2, 3, 9, 10, 5, 8, 4, 7, 6, 1}",2.520793,"{1, 7, 4, 8, 5, 10, 9, 3, 2, 6, 1}",2.617240,0.038261,0.000064
"{1, 6, 5, 7, 2, 9, 3, 4, 10, 8, 1}",2.322592,"{1, 10, 8, 2, 9, 7, 5, 6, 3, 4, 1}",2.746103,0.182344,0.000067
"{1, 7, 4, 10, 6, 3, 8, 5, 9, 2, 1}",3.305167,"{1, 2, 9, 5, 7, 3, 8, 4, 10, 6, 1}",4.150191,0.255667,0.000067
"{1, 5, 10, 3, 7, 2, 8, 6, 9, 4, 1}",2.327342,"{1, 10, 3, 5, 7, 6, 2, 8, 9, 4, 1}",2.674876,0.149327,0.000066
"{1, 3, 2, 4, 9, 8, 6, 10, 7, 5, 1}",2.574367,"{1, 5, 7, 2, 4, 9, 8, 6, 10, 3, 1}",3.018895,0.172675,0.000064
"{1, 4, 8, 2, 9, 5, 3, 10, 6, 7, 1}",2.402764,"{1, 4, 8, 2, 9, 5, 3, 10, 6, 7, 1}",2.402764,0.000000,0.000067
"{1, 8, 6, 2, 10, 5, 3, 9, 7, 4, 1}",2.331050,"{1, 6, 8, 7, 9, 3, 5, 10, 2, 4, 1}",2.449644,0.050876,0.000067
"{1, 2, 5, 7, 10, 9, 3, 4, 8, 6, 1}",2.764483,"{1, 6, 8, 4, 3, 9, 7, 10, 5, 2, 1}",2.796926,0.011736,0.000064
"{1, 10, 3, 5, 2, 4, 9, 8, 7, 6, 1}",2.939765,"{1, 10, 3, 5, 2, 4, 9, 8, 7, 6, 1}",2.939765,0.000000,0.000061
"{1, 8, 10, 4, 2, 5, 3, 6, 9, 7, 1}",2.653741,"{1, 8, 10, 9, 6, 5, 3, 2, 4, 7, 1}",2.860758,0.078010,0.000068
"{1, 5, 3, 2, 8, 4, 6, 9, 10, 7, 1}",3.041848,"{1, 7, 9, 4, 6, 10, 5, 3, 8, 2, 1}",3.801958,0.249884,0.000073
"{1, 3, 8, 7, 6, 9, 2, 4, 5, 10, 1}",2.832474,"{1, 10, 5, 2, 4, 8, 7, 6, 9, 3, 1}",3.208671,0.132815,0.000067
"{1, 9, 8, 5, 4, 10, 6, 7, 3, 2, 1}",3.612636,"{1, 2, 9, 8, 5, 4, 10, 3, 6, 7, 1}",3.879987,0.074004,0.000070
"{1, 7, 6, 8, 5, 9, 3, 10, 2, 4, 1}",3.265527,"{1, 8, 6, 7, 5, 10, 9, 3, 2, 4, 1}",3.747928,0.147725,0.000063
"{1, 7, 2, 4, 10, 6, 5, 8, 3, 9, 1}",3.212512,"{1, 9, 5, 3, 8, 6, 10, 4, 2, 7, 1}",3.620716,0.127067,0.000063
"{1, 5, 7, 6, 8, 3, 10, 4, 2, 9, 1}",2.910047,"{1, 6, 8, 3, 10, 9, 2, 4, 7, 5, 1}",3.202436,0.100476,0.000071
"{1, 9, 5, 8, 4, 10, 6, 3, 7, 2, 1}",2.523277,"{1, 9, 7, 5, 4, 8, 10, 6, 3, 2, 1}",2.798531,0.109086,0.000064
"{1, 2, 10, 8, 4, 6, 9, 5, 7, 3, 1}",3.627041,"{1, 7, 10, 2, 8, 4, 6, 9, 5, 3, 1}",3.846693,0.060559,0.000067
"{1, 9, 6, 10, 8, 2, 3, 4, 5, 7, 1}",2.703099,"{1, 9, 6, 10, 8, 2, 3, 4, 5, 7, 1}",2.703099,0.000000,0.000065
"{1, 5, 2, 3, 6, 10, 7, 8, 4, 9, 1}",2.593645,"{1, 8, 4, 9, 5, 3, 6, 10, 7, 2, 1}",3.515926,0.355593,0.000064
"{1, 6, 5, 4, 3, 9, 8, 2, 7, 10, 1}",2.657932,"{1, 10, 7, 2, 8, 9, 3, 4, 5, 6, 1}",2.657932,0.000000,0.000067
"{1, 3, 7, 10, 5, 8, 4, 6, 2, 9, 1}",2.596154,"{1, 9, 2, 6, 4, 8, 5, 10, 7, 3, 1}",2.596154,0.000000,0.000062
"{1, 6, 7, 5, 3, 8, 4, 9, 10, 2, 1}",2.666951,"{1, 6, 7, 5, 3, 8, 10, 9, 4, 2, 1}",2.928916,0.098226,0.000070
"{1, 10, 2, 4, 9, 7, 6, 8, 3, 5, 1}",2.487113,"{1, 10, 2, 5, 9, 7, 4, 6, 8, 3, 1}",2.812141,0.130685,0.000067
"{1, 10, 6, 9, 7, 5, 2, 3, 4, 8, 1}",2.550579,"{1, 10, 6, 9, 7, 2, 3, 5, 8, 4, 1}",2.969735,0.164338,0.000067
"{1, 5, 4, 7, 2, 9, 8, 3, 10, 6, 1}",3.100132,"{1, 5, 6, 10, 3, 8, 9, 2, 7, 4, 1}",3.165580,0.021111,0.000063
"{1, 9, 10, 6, 3, 2, 7, 5, 4, 8, 1}",3.202010,"{1, 8, 4, 7, 5, 2, 3, 6, 10, 9, 1}",3.380388,0.055708,0.000072
"{1, 9, 6, 8, 4, 2, 5, 7, 10, 3, 1}",2.743594,"{1, 9, 6, 8, 4, 2, 3, 10, 7, 5, 1}",3.106077,0.132120,0.000067
"{1, 3, 5, 10, 6, 4, 9, 7, 2, 8, 1}",2.851293,"{1, 8, 2, 6, 10, 5, 3, 4, 9, 7, 1}",3.260288,0.143442,0.000064
"{1, 6, 4, 9, 7, 3, 5, 2, 10, 8, 1}",3.569814,"{1, 4, 7, 8, 10, 2, 5, 3, 9, 6, 1}",4.041960,0.132261,0.000065
"{1, 8, 7, 3, 2, 4, 10, 6, 5, 9, 1}",3.038387,"{1, 9, 6, 10, 4, 2, 5, 8, 7, 3, 1}",3.791119,0.247741,0.000066
"{1, 6, 3, 2, 10, 9, 8, 7, 5, 4, 1}",2.191230,"{1, 7, 9, 8, 10, 2, 3, 6, 5, 4, 1}",2.531768,0.155409,0.000070
"{1, 6, 2, 10, 5, 9, 4, 3, 8, 7, 1}",3.342099,"{1, 7, 9, 5, 10, 3, 4, 8, 6, 2, 1}",3.846691,0.150980,0.000070
"{1, 9, 3, 6, 2, 10, 5, 4, 7, 8, 1}",3.125144,"{1, 9, 4, 2, 5, 10, 3, 6, 7, 8, 1}",3.922686,0.255202,0.000085
"{1, 5, 3, 9, 2, 7, 10, 8, 4, 6, 1}",3.352096,"{1, 5, 6, 4, 8, 10, 7, 2, 9, 3, 1}",3.469269,0.034955,0.000067
"{1, 9, 10, 2, 6, 8, 7, 4, 3, 5, 1}",2.984877,"{1, 3, 4, 8, 6, 7, 2, 10, 5, 9, 1}",3.175729,0.063940,0.000067
"{1, 9, 7, 2, 5, 4, 10, 3, 8, 6, 1}",3.129770,"{1, 7, 5, 10, 3, 6, 8, 4, 2, 9, 1}",3.825570,0.222317,0.000076
"{1, 6, 7, 3, 2, 4, 5, 9, 8, 10, 1}",2.730715,"{1, 6, 10, 8, 4, 5, 9, 2, 3, 7, 1}",2.842565,0.040960,0.000067
"{1, 8, 3, 4, 9, 6, 2, 5, 7, 10, 1}",3.556872,"{1, 8, 9, 10, 7, 5, 6, 2, 4, 3, 1}",3.802474,0.069050,0.000073
"{1, 8, 3, 2, 6, 7, 5, 4, 9, 10, 1}",2.845115,"{1, 8, 5, 4, 7, 6, 2, 3, 10, 9, 1}",2.954444,0.038427,0.000069
"{1, 2, 9, 3, 8, 5, 6, 10, 7, 4, 1}",3.190991,"{1, 4, 7, 10, 6, 5, 8, 3, 9, 2, 1}",3.190991,0.000000,0.000062
"{1, 9, 3, 7, 10, 5, 6, 4, 8, 2, 1}",2.003615,"{1, 9, 7, 10, 5, 4, 2, 8, 6, 3, 1}",2.459908,0.227735,0.000073
"{1, 9, 2, 4, 7, 8, 5, 6, 10, 3, 1}",2.631835,"{1, 4, 9, 2, 8, 7, 6, 5, 10, 3, 1}",3.091405,0.174620,0.000066
"{1, 3, 7, 5, 2, 10, 8, 6, 9, 4, 1}",2.857622,"{1, 4, 6, 8, 9, 7, 10, 2, 5, 3, 1}",3.274741,0.145967,0.000066
"{1, 3, 7, 4, 2, 10, 8, 5, 9, 6, 1}",2.783011,"{1, 6, 2, 10, 8, 5, 9, 4, 7, 3, 1}",3.210350,0.153553,0.000067
"{1, 6, 7, 3, 4, 10, 5, 9, 8, 2, 1}",3.092469,"{1, 6, 8, 2, 9, 5, 10, 4, 3, 7, 1}",3.308831,0.069964,0.000067
"{1, 6, 8, 10, 9, 2, 3, 4, 7, 5, 1}",3.000777,"{1, 5, 7, 4, 8, 10, 2, 9, 3, 6, 1}",3.175013,0.058064,0.000069
"{1, 3, 5, 6, 4, 8, 10, 9, 2, 7, 1}",2.733143,"{1, 7, 2, 9, 10, 6, 8, 4, 5, 3, 1}",2.934518,0.073679,0.000065
"{1, 2, 3, 8, 5, 6, 9, 10, 4, 7, 1}",2.666389,"{1, 7, 6, 5, 9, 8, 3, 2, 10, 4, 1}",3.304767,0.239417,0.000065
"{1, 5, 3, 4, 8, 7, 6, 9, 2, 10, 1}",2.311043,"{1, 10, 2, 9, 6, 7, 3, 4, 8, 5, 1}",2.510617,0.086357,0.000062
"{1, 7, 6, 10, 3, 2, 4, 8, 9, 5, 1}",3.234591,"{1, 7, 2, 4, 8, 6, 10, 3, 9, 5, 1}",3.605199,0.114576,0.000065
"{1, 2, 8, 7, 3, 4, 6, 5, 10, 9, 1}",2.888291,"{1, 9, 10, 5, 6, 4, 3, 7, 8, 2, 1}",2.888291,0.000000,0.000064
"{1, 10, 4, 6, 9, 5, 8, 3, 2, 7, 1}",2.907131,"{1, 10, 4, 6, 9, 5, 8, 3, 2, 7, 1}",2.907131,0.000000,0.000064
"{1, 10, 9, 3, 4, 5, 6, 7, 2, 8, 1}",2.792969,"{1, 10, 8, 9, 6, 4, 3, 5, 7, 2, 1}",3.208384,0.148736,0.000068
"{1, 3, 8, 6, 2, 4, 7, 9, 10, 5, 1}",2.526492,"{1, 5, 10, 9, 7, 4, 2, 6, 8, 3, 1}",2.526492,0.000000,0.000067
"{1, 7, 10, 2, 6, 5, 4, 9, 3, 8, 1}",2.563962,"{1, 7, 10, 2, 6, 5, 4, 9, 3, 8, 1}",2.563962,0.000000,0.000064
"{1, 2, 3, 4, 6, 9, 5, 10, 8, 7, 1}",2.957869,"{1, 7, 8, 9, 6, 2, 3, 4, 5, 10, 1}",3.526167,0.192131,0.000066
"{1, 9, 6, 10, 3, 5, 8, 7, 4, 2, 1}",3.181684,"{1, 4, 7, 8, 5, 3, 9, 6, 10, 2, 1}",3.578055,0.124579,0.000072
"{1, 4, 2, 10, 8, 3, 7, 5, 9, 6, 1}",3.014390,"{1, 10, 8, 3, 7, 5, 9, 6, 2, 4, 1}",3.150950,0.045303,0.000084
"{1, 7, 10, 9, 2, 5, 4, 8, 3, 6, 1}",3.110293,"{1, 6, 7, 10, 9, 2, 4, 5, 8, 3, 1}",3.384919,0.088296,0.000067
"{1, 3, 8, 5, 7, 10, 6, 2, 9, 4, 1}",3.035517,"{1, 3, 8, 5, 7, 6, 2, 9, 10, 4, 1}",3.490577,0.149912,0.000066
"{1, 7, 9, 4, 3, 5, 8, 2, 10, 6, 1}",2.681377,"{1, 7, 10, 6, 5, 3, 2, 8, 9, 4, 1}",3.372118,0.257607,0.000069
"{1, 8, 6, 9, 3, 10, 2, 7, 5, 4, 1}",2.311051,"{1, 8, 6, 9, 3, 10, 2, 7, 5, 4, 1}",2.311051,0.000000,0.000067
"{1, 3, 10, 5, 9, 6, 8, 2, 7, 4, 1}",2.999782,"{1, 7, 4, 6, 9, 3, 10, 5, 8, 2, 1}",3.667399,0.222555,0.000067
"{1, 5, 9, 3, 2, 7, 4, 8, 10, 6, 1}",2.595759,"{1, 5, 2, 9, 3, 7, 4, 8, 10, 6, 1}",2.675808,0.030838,0.000065
"{1, 2, 6, 8, 5, 9, 10, 4, 7, 3, 1}",3.391237,"{1, 3, 4, 10, 7, 5, 9, 8, 2, 6, 1}",3.900877,0.150282,0.000104
"{1, 5, 3, 7, 10, 8, 9, 2, 4, 6, 1}",2.823736,"{1, 6, 4, 2, 9, 7, 10, 8, 3, 5, 1}",3.107740,0.100577,0.000061
"{1, 4, 9, 2, 10, 7, 3, 8, 6, 5, 1}",3.176020,"{1, 5, 6, 8, 3, 7, 10, 4, 2, 9, 1}",3.556791,0.119889,0.000065
"{1, 8, 2, 4, 10, 6, 9, 3, 5, 7, 1}",1.793735,"{1, 8, 2, 4, 10, 3, 9, 6, 7, 5, 1}",2.068315,0.153077,0.000064
"{1, 7, 8, 5, 4, 10, 6, 3, 9, 2, 1}",2.742544,"{1, 2, 9, 3, 6, 10, 5, 4, 8, 7, 1}",2.908010,0.060333,0.000067
"{1, 10, 7, 8, 3, 9, 4, 6, 5, 2, 1}",3.089658,"{1, 10, 7, 8, 5, 4, 6, 9, 3, 2, 1}",3.805525,0.231698,0.000069
"{1, 2, 4, 5, 10, 9, 7, 6, 8, 3, 1}",3.130904,"{1, 3, 8, 4, 2, 10, 5, 9, 7, 6, 1}",3.661776,0.169559,0.000066
"{1, 8, 5, 10, 4, 7, 9, 6, 3, 2, 1}",1.737589,"{1, 7, 8, 5, 10, 4, 9, 6, 3, 2, 1}",1.795589,0.033380,0.000070
"{1, 6, 7, 2, 5, 9, 4, 8, 10, 3, 1}",3.056219,"{1, 6, 7, 2, 9, 5, 4, 8, 10, 3, 1}",3.201604,0.047570,0.000063
"{1, 8, 4, 7, 9, 10, 5, 3, 6, 2, 1}",2.880708,"{1, 4, 7, 9, 10, 5, 3, 6, 2, 8, 1}",2.886795,0.002113,0.000064
"{1, 10, 6, 9, 8, 5, 2, 7, 3, 4, 1}",2.421541,"{1, 4, 7, 3, 2, 5, 8, 9, 6, 10, 1}",2.536159,0.047332,0.000065
"{1, 8, 5, 3, 7, 2, 6, 4, 9, 10, 1}",2.709396,"{1, 8, 10, 9, 4, 6, 2, 7, 3, 5, 1}",2.758639,0.018175,0.000064
"{1, 8, 3, 6, 9, 7, 10, 5, 4, 2, 1}",2.271298,"{1, 9, 7, 4, 5, 2, 10, 6, 3, 8, 1}",2.593112,0.141687,0.000067
"{1, 6, 10, 5, 8, 9, 3, 7, 4, 2, 1}",2.865726,"{1, 7, 3, 9, 8, 5, 10, 4, 2, 6, 1}",3.284127,0.146002,0.000064
"{1, 5, 6, 2, 7, 8, 3, 9, 4, 10, 1}",2.676904,"{1, 4, 10, 9, 3, 8, 7, 2, 6, 5, 1}",2.699104,0.008293,0.000066
"{1, 2, 3, 7, 5, 8, 4, 6, 10, 9, 1}",2.638959,"{1, 9, 10, 6, 4, 8, 5, 7, 3, 2, 1}",2.638960,0.000000,0.000062
"{1, 2, 8, 6, 5, 9, 3, 10, 7, 4, 1}",2.336110,"{1, 4, 7, 10, 3, 9, 5, 6, 8, 2, 1}",2.336110,0.000000,0.000063
"{1, 10, 6, 5, 7, 9, 2, 8, 4, 3, 1}",2.757897,"{1, 7, 9, 8, 2, 10, 6, 5, 4, 3, 1}",3.358185,0.217661,0.000066
"{1, 2, 7, 8, 5, 10, 4, 9, 6, 3, 1}",2.888503,"{1, 3, 6, 9, 4, 10, 5, 8, 7, 2, 1}",2.888502,0.000000,0.000063
"{1, 7, 6, 3, 4, 8, 2, 5, 10, 9, 1}",3.048003,"{1, 7, 9, 10, 5, 8, 2, 4, 3, 6, 1}",3.208297,0.052590,0.000067
"{1, 6, 3, 7, 4, 5, 2, 8, 9, 10, 1}",2.563202,"{1, 9, 10, 3, 7, 4, 8, 2, 5, 6, 1}",2.882745,0.124666,0.000068
"{1, 6, 8, 4, 3, 2, 7, 5, 10, 9, 1}",3.004174,"{1, 9, 7, 5, 10, 8, 2, 3, 4, 6, 1}",3.327405,0.107594,0.000063
"{1, 4, 3, 8, 2, 5, 9, 7, 6, 10, 1}",2.546634,"{1, 4, 10, 9, 5, 2, 7, 6, 8, 3, 1}",2.863873,0.124572,0.000065
"{1, 5, 2, 3, 4, 8, 9, 7, 10, 6, 1}",3.119196,"{1, 6, 10, 7, 8, 4, 2, 3, 9, 5, 1}",3.168187,0.015706,0.000070
"{1, 8, 5, 2, 9, 6, 3, 4, 10, 7, 1}",2.642604,"{1, 10, 7, 4, 3, 6, 9, 8, 2, 5, 1}",2.940443,0.112707,0.000066
"{1, 7, 8, 2, 9, 5, 10, 4, 3, 6, 1}",2.961766,"{1, 8, 7, 2, 10, 5, 9, 4, 3, 6, 1}",3.265788,0.102649,0.000064
"{1, 4, 8, 6, 7, 10, 9, 5, 2, 3, 1}",2.363129,"{1, 4, 8, 7, 6, 10, 3, 9, 5, 2, 1}",2.601533,0.100885,0.000067
"{1, 9, 8, 10, 4, 5, 7, 3, 2, 6, 1}",2.868410,"{1, 6, 9, 7, 8, 4, 10, 5, 3, 2, 1}",3.220070,0.122598,0.000067
"{1, 6, 7, 2, 8, 9, 4, 5, 3, 10, 1}",2.606449,"{1, 10, 3, 5, 4, 9, 8, 2, 7, 6, 1}",2.606449,0.000000,0.000067
"{1, 5, 4, 7, 8, 2, 9, 6, 10, 3, 1}",2.166950,"{1, 4, 7, 8, 2, 9, 3, 10, 6, 5, 1}",2.369130,0.093301,0.000068
"{1, 9, 8, 10, 4, 6, 3, 5, 7, 2, 1}",2.555296,"{1, 9, 8, 10, 4, 6, 3, 5, 7, 2, 1}",2.555296,0.000000,0.000064
"{1, 6, 10, 5, 4, 9, 3, 7, 8, 2, 1}",3.094588,"{1, 6, 5, 10, 2, 8, 7, 9, 4, 3, 1}",3.516153,0.136227,0.000064
"{1, 10, 4, 6, 9, 2, 5, 7, 8, 3, 1}",2.659729,"{1, 10, 8, 7, 5, 2, 9, 6, 4, 3, 1}",2.826762,0.062801,0.000067
"{1, 7, 4, 10, 6, 8, 2, 9, 3, 5, 1}",2.904030,"{1, 7, 4, 10, 2, 8, 6, 9, 3, 5, 1}",3.169278,0.091338,0.000065
"{1, 8, 10, 5, 7, 4, 2, 3, 6, 9, 1}",3.262721,"{1, 4, 5, 7, 9, 6, 3, 2, 10, 8, 1}",3.795971,0.163437,0.000064
"{1, 5, 4, 8, 7, 6, 2, 3, 10, 9, 1}",2.682630,"{1, 9, 10, 6, 7, 8, 2, 3, 5, 4, 1}",2.916686,0.087249,0.000067
"{1, 8, 3, 4, 7, 2, 9, 10, 6, 5, 1}",3.188334,"{1, 4, 7, 6, 10, 9, 2, 3, 5, 8, 1}",3.610601,0.132441,0.000065
"{1, 7, 10, 5, 8, 6, 4, 3, 2, 9, 1}",3.071159,"{1, 9, 2, 3, 4, 6, 8, 5, 10, 7, 1}",3.071159,0.000000,0.000062
"{1, 4, 8, 2, 9, 5, 7, 10, 3, 6, 1}",3.351859,"{1, 6, 9, 4, 8, 2, 5, 7, 10, 3, 1}",3.794533,0.132068,0.000067
"{1, 7, 4, 10, 9, 6, 8, 2, 5, 3, 1}",2.910272,"{1, 3, 7, 4, 10, 9, 6, 8, 5, 2, 1}",3.071031,0.055238,0.000103
"{1, 8, 5, 9, 6, 4, 7, 2, 3, 10, 1}",3.173265,"{1, 10, 8, 5, 9, 6, 4, 7, 2, 3, 1}",3.317882,0.045573,0.000111
"{1, 4, 10, 9, 7, 2, 3, 6, 5, 8, 1}",2.684036,"{1, 5, 8, 6, 2, 9, 7, 3, 10, 4, 1}",2.968707,0.106061,0.000088
"{1, 7, 10, 5, 4, 8, 9, 2, 3, 6, 1}",2.645619,"{1, 7, 10, 5, 4, 8, 3, 2, 9, 6, 1}",3.069233,0.160119,0.000083
"{1, 10, 2, 6, 7, 3, 8, 9, 4, 5, 1}",2.630206,"{1, 10, 2, 3, 7, 6, 9, 4, 8, 5, 1}",2.986058,0.135294,0.000093
"{1, 8, 2, 5, 10, 7, 9, 4, 6, 3, 1}",2.465268,"{1, 8, 2, 5, 3, 9, 10, 7, 4, 6, 1}",2.881105,0.168678,0.000097
"{1, 3, 4, 7, 6, 10, 5, 8, 9, 2, 1}",2.951097,"{1, 4, 7, 8, 5, 9, 10, 6, 2, 3, 1}",3.486810,0.181530,0.000100
"{1, 3, 10, 2, 8, 9, 4, 5, 6, 7, 1}",3.265938,"{1, 7, 6, 5, 4, 10, 9, 8, 2, 3, 1}",3.361223,0.029176,0.000086
"{1, 9, 4, 10, 3, 7, 5, 8, 2, 6, 1}",3.178962,"{1, 3, 7, 5, 8, 2, 6, 10, 4, 9, 1}",3.645076,0.146624,0.000089
"{1, 7, 4, 2, 5, 6, 10, 9, 8, 3, 1}",2.136589,"{1, 7, 4, 6, 5, 2, 10, 9, 8, 3, 1}",2.305800,0.079197,0.000082
"{1, 10, 5, 3, 4, 9, 2, 6, 7, 8, 1}",2.962379,"{1, 10, 5, 3, 4, 9, 6, 2, 7, 8, 1}",3.170903,0.070391,0.000077
"{1, 4, 5, 3, 7, 9, 10, 8, 6, 2, 1}",2.467372,"{1, 5, 2, 3, 10, 7, 9, 8, 6, 4, 1}",2.976908,0.206510,0.000067
"{1, 2, 9, 5, 7, 4, 8, 3, 6, 10, 1}",2.690920,"{1, 3, 8, 4, 7, 5, 9, 2, 6, 10, 1}",2.842806,0.056444,0.000064
"{1, 4, 7, 8, 10, 9, 6, 5, 3, 2, 1}",2.855184,"{1, 4, 7, 8, 10, 9, 6, 3, 5, 2, 1}",2.959136,0.036408,0.000065
"{1, 6, 4, 8, 5, 9, 7, 10, 3, 2, 1}",2.883516,"{1, 6, 4, 8, 5, 9, 3, 10, 7, 2, 1}",3.263842,0.131897,0.000064
"{1, 8, 4, 7, 5, 6, 2, 10, 9, 3, 1}",3.018039,"{1, 8, 4, 5, 7, 10, 6, 2, 9, 3, 1}",3.205716,0.062185,0.000064
"{1, 3, 7, 6, 10, 9, 8, 4, 2, 5, 1}",3.241055,"{1, 5, 3, 10, 6, 7, 9, 2, 4, 8, 1}",3.732993,0.151783,0.000067
"{1, 5, 6, 2, 8, 10, 4, 9, 3, 7, 1}",2.981653,"{1, 7, 8, 2, 6, 10, 9, 4, 5, 3, 1}",3.728340,0.250427,0.000069
"{1, 6, 2, 5, 4, 7, 9, 10, 8, 3, 1}",2.557899,"{1, 3, 6, 8, 10, 9, 7, 2, 4, 5, 1}",2.848967,0.113792,0.000070
"{1, 9, 4, 10, 8, 2, 7, 6, 3, 5, 1}",3.051319,"{1, 8, 9, 4, 10, 2, 7, 6, 3, 5, 1}",3.110227,0.019306,0.000064
"{1, 2, 7, 9, 5, 6, 3, 8, 4, 10, 1}",2.933750,"{1, 7, 2, 10, 4, 8, 3, 9, 5, 6, 1}",3.189213,0.087077,0.000063
"{1, 6, 2, 5, 7, 4, 10, 3, 9, 8, 1}",2.747751,"{1, 8, 10, 3, 9, 4, 7, 5, 2, 6, 1}",2.967788,0.080079,0.000067
"{1, 4, 3, 7, 5, 9, 10, 2, 6, 8, 1}",1.984379,"{1, 8, 6, 2, 3, 7, 9, 10, 5, 4, 1}",2.625809,0.323240,0.000064
"{1, 5, 7, 8, 4, 6, 3, 10, 2, 9, 1}",3.088325,"{1, 9, 10, 2, 8, 3, 6, 4, 7, 5, 1}",3.574210,0.157330,0.000073
"{1, 9, 2, 6, 8, 3, 5, 4, 7, 10, 1}",3.008315,"{1, 8, 10, 3, 7, 5, 4, 6, 2, 9, 1}",3.260620,0.083869,0.000067
